;undefined;undefined;undefined
359;140;true;#000000
363;145;true;#000000
363;149;true;#000000
391;162;true;#000000
457;180;true;#000000
479;181;true;#000000
482;181;true;#000000
482;180;true;#000000
481;176;true;#000000
468;170;true;#000000
388;147;true;#000000
352;142;true;#000000
354;144;true;#000000
429;168;true;#000000
521;181;true;#000000
619;185;true;#000000
680;180;true;#000000
701;167;true;#000000
694;139;true;#000000
678;115;true;#000000
663;94;true;#000000
645;79;true;#000000
646;81;true;#000000
659;97;true;#000000
659;99;true;#000000
661;101;true;#000000
660;99;true;#000000
647;87;true;#000000
637;75;true;#000000
640;75;true;#000000
644;76;true;#000000
645;76;true;#000000
648;76;true;#000000
649;76;true;#000000
643;70;true;#000000
595;49;true;#000000
563;43;true;#000000
491;32;true;#000000
461;31;true;#000000
449;32;true;#000000
445;39;true;#000000
446;49;true;#000000
458;61;true;#000000
464;65;true;#000000
466;67;true;#000000
466;68;true;#000000
462;69;true;#000000
431;70;true;#000000
403;70;true;#000000
396;75;true;#000000
404;85;true;#000000
406;85;true;#000000
406;86;true;#000000
407;86;true;#000000
399;85;true;#000000
369;82;true;#000000
275;69;true;#000000
199;56;true;#000000
193;56;true;#000000
196;61;true;#000000
195;61;true;#000000
196;60;true;#000000
203;63;true;#000000
205;59;true;#000000
205;52;true;#000000
155;32;true;#000000
108;13;true;#000000
97;10;true;#000000
99;10;true;#000000
127;20;true;#000000
232;40;true;#000000
235;40;true;#000000
245;40;true;#000000
245;38;true;#000000
236;37;true;#000000
222;43;true;#000000
196;40;true;#000000
193;40;true;#000000
194;43;true;#000000
197;49;true;#000000
319;87;true;#000000
430;111;true;#000000
438;112;true;#000000
437;111;true;#000000
224;173;false;#000000
225;172;true;#000000
226;172;true;#000000
231;174;true;#000000
249;181;true;#000000
246;185;true;#000000
258;191;true;#000000
272;194;true;#000000
270;194;true;#000000
255;194;true;#000000
230;193;true;#000000
204;193;true;#000000
181;193;true;#000000
171;193;true;#000000
171;194;true;#000000
175;195;true;#000000
195;199;true;#000000
217;199;true;#000000
243;193;true;#000000
263;187;true;#000000
295;174;true;#000000
356;150;true;#000000
489;108;true;#000000
521;105;true;#000000
531;105;true;#000000
532;104;true;#000000
531;101;true;#000000
517;96;true;#000000
515;97;true;#000000
520;106;true;#000000
531;121;true;#000000
533;128;true;#000000
534;133;true;#000000
532;135;true;#000000
516;140;true;#000000
468;149;true;#000000
415;158;true;#000000
396;163;true;#000000
381;168;true;#000000
375;178;true;#000000
375;184;true;#000000
380;192;true;#000000
390;198;true;#000000
393;199;true;#000000
388;199;true;#000000
341;190;true;#000000
287;181;true;#000000
253;175;true;#000000
246;176;true;#000000
247;184;true;#000000
248;184;true;#000000
248;183;true;#000000
241;183;true;#000000
213;187;true;#000000
186;187;true;#000000
181;191;true;#000000
181;200;true;#000000
187;210;true;#000000
189;213;true;#000000
191;213;true;#000000
189;216;true;#000000
177;222;true;#000000
144;227;true;#000000
136;242;true;#000000
142;262;true;#000000
141;261;true;#000000
159;269;true;#000000
170;273;true;#000000
170;272;true;#000000
169;267;true;#000000
166;254;true;#000000
165;247;true;#000000
165;246;true;#000000
165;245;true;#000000
165;244;true;#000000
167;244;true;#000000
172;246;true;#000000
173;246;true;#000000
174;249;true;#000000
182;266;true;#000000
195;282;true;#000000
195;283;true;#000000
195;286;true;#000000
195;299;true;#000000
195;305;true;#000000
195;310;true;#000000
197;316;true;#000000
197;319;true;#000000
196;320;true;#000000
182;342;false;#000000
179;347;true;#000000
163;362;true;#000000
161;365;true;#000000
190;368;false;#000000
187;368;true;#000000
167;368;true;#000000
139;368;true;#000000
129;368;true;#000000
125;368;true;#000000
124;369;true;#000000
124;370;true;#000000
123;374;true;#000000
123;379;true;#000000
124;382;true;#000000
;undefined;undefined;undefined
689;421;false;#000000
689;421;true;#000000
689;418;false;#000000
690;456;false;#000000
690;456;false;#000000
512;384;false;#000000
512;385;true;#000000
512;384;true;#000000
631;331;true;#000000
632;349;true;#000000
631;360;true;#000000
631;369;true;#000000
632;372;true;#000000
633;372;true;#000000
636;366;true;#000000
636;356;true;#000000
642;348;true;#000000
647;344;true;#000000
650;339;true;#000000
653;334;true;#000000
653;329;true;#000000
654;328;true;#000000
653;328;true;#000000
641;328;true;#000000
619;329;true;#000000
522;323;true;#000000
457;309;true;#000000
373;285;true;#000000
343;280;true;#000000
332;278;true;#000000
331;278;true;#000000
333;277;true;#000000
357;274;true;#000000
435;272;true;#000000
527;262;true;#000000
597;255;true;#000000
634;255;true;#000000
669;255;true;#000000
684;254;true;#000000
684;253;true;#000000
674;252;true;#000000
640;252;true;#000000
599;252;true;#000000
439;236;true;#000000
379;224;true;#000000
317;205;true;#000000
282;192;true;#000000
268;185;true;#000000
268;184;true;#000000
272;184;true;#000000
292;184;true;#000000
331;187;true;#000000
382;188;true;#000000
444;188;true;#000000
470;188;true;#000000
474;190;true;#000000
474;191;true;#000000
473;192;true;#000000
472;193;true;#000000
469;194;true;#000000
466;195;true;#000000
714;453;false;#000000
569;362;false;#000000
566;363;true;#000000
502;385;true;#000000
473;395;true;#000000
451;406;true;#000000
449;408;true;#000000
451;408;true;#000000
460;403;true;#000000
488;390;true;#000000
516;380;true;#000000
536;373;true;#000000
560;362;true;#000000
571;359;true;#000000
571;360;true;#000000
565;365;true;#000000
558;374;true;#000000
541;384;true;#000000
521;388;true;#000000
513;389;true;#000000
511;389;true;#000000
511;387;true;#000000
525;382;true;#000000
569;375;true;#000000
592;370;true;#000000
712;461;false;#000000
553;361;false;#000000
553;362;true;#000000
553;373;true;#000000
549;383;true;#000000
541;388;true;#000000
537;397;true;#000000
524;414;true;#000000
496;434;true;#000000
491;435;true;#000000
495;428;true;#000000
502;413;true;#000000
515;404;true;#000000
544;390;true;#000000
564;383;true;#000000
569;378;true;#000000
568;380;true;#000000
561;387;true;#000000
536;395;true;#000000
525;397;true;#000000
525;396;true;#000000
529;390;true;#000000
540;382;true;#000000
577;368;true;#000000
584;365;true;#000000
582;365;true;#000000
565;365;true;#000000
535;365;true;#000000
493;365;true;#000000
494;365;true;#000000
506;364;true;#000000
549;361;true;#000000
580;357;true;#000000
593;355;true;#000000
592;355;true;#000000
578;359;true;#000000
550;364;true;#000000
538;366;true;#000000
533;367;true;#000000
535;367;true;#000000
557;371;true;#000000
582;375;true;#000000
585;376;true;#000000
584;378;true;#000000
561;383;true;#000000
527;385;true;#000000
503;385;true;#000000
480;385;true;#000000
;undefined;undefined;undefined
608;460;false;rgba(1,1,1,1)
609;459;true;rgba(1,1,1,1)
601;459;true;rgba(1,1,1,1)
545;451;true;rgba(1,1,1,1)
524;446;true;rgba(1,1,1,1)
504;443;true;rgba(1,1,1,1)
505;443;true;rgba(1,1,1,1)
506;443;true;rgba(1,1,1,1)
515;443;true;rgba(1,1,1,1)
539;443;true;rgba(1,1,1,1)
561;446;true;rgba(1,1,1,1)
564;446;true;rgba(1,1,1,1)
565;446;true;rgba(1,1,1,1)
561;446;true;rgba(1,1,1,1)
541;438;true;rgba(1,1,1,1)
524;429;true;rgba(1,1,1,1)
525;428;true;rgba(1,1,1,1)
526;428;true;rgba(1,1,1,1)
524;428;true;rgba(1,1,1,1)
543;443;true;rgba(1,1,1,1)
558;451;true;rgba(1,1,1,1)
565;452;true;rgba(1,1,1,1)
564;451;true;rgba(1,1,1,1)
557;445;true;rgba(1,1,1,1)
539;433;true;rgba(1,1,1,1)
524;426;true;rgba(1,1,1,1)
521;425;true;rgba(1,1,1,1)
524;425;true;rgba(1,1,1,1)
536;430;true;rgba(1,1,1,1)
598;388;false;#000000
599;391;true;#000000
601;395;true;#000000
600;404;true;#000000
602;408;true;#000000
601;408;true;#000000
596;406;true;#000000
587;402;true;#000000
582;400;true;#000000
562;396;true;#000000
546;389;true;#000000
545;389;true;#000000
546;389;true;#000000
546;388;true;#000000
549;388;true;#000000
550;389;true;#000000
549;390;true;#000000
547;388;true;#000000
546;388;true;#000000
547;388;true;#000000
550;388;true;#000000
550;387;true;#000000
544;377;true;#000000
536;367;true;#000000
531;361;true;#000000
530;361;true;#000000
528;361;true;#000000
530;364;true;#000000
628;452;false;rgba(1,1,1,1)
628;453;true;rgba(1,1,1,1)
627;453;true;rgba(1,1,1,1)
619;450;true;rgba(1,1,1,1)
614;447;true;rgba(1,1,1,1)
607;448;true;rgba(1,1,1,1)
595;444;true;rgba(1,1,1,1)
597;444;true;rgba(1,1,1,1)
603;448;true;rgba(1,1,1,1)
617;457;true;rgba(1,1,1,1)
654;473;true;rgba(1,1,1,1)
656;474;true;rgba(1,1,1,1)
654;473;true;rgba(1,1,1,1)
644;470;true;rgba(1,1,1,1)
620;460;true;rgba(1,1,1,1)
598;451;true;rgba(1,1,1,1)
592;449;true;rgba(1,1,1,1)
592;450;true;rgba(1,1,1,1)
594;453;true;rgba(1,1,1,1)
589;448;true;rgba(1,1,1,1)
569;440;true;rgba(1,1,1,1)
558;436;true;rgba(1,1,1,1)
615;426;false;rgba(1,1,1,1)
615;425;true;rgba(1,1,1,1)
619;425;true;rgba(1,1,1,1)
637;434;true;rgba(1,1,1,1)
638;434;true;rgba(1,1,1,1)
639;434;true;rgba(1,1,1,1)
643;434;true;rgba(1,1,1,1)
654;440;true;rgba(1,1,1,1)
664;446;true;rgba(1,1,1,1)
677;336;false;#000000
678;337;true;#000000
679;339;true;#000000
681;350;true;#000000
690;367;true;#000000
695;375;true;#000000
697;381;true;#000000
699;386;true;#000000
699;388;true;#000000
699;389;true;#000000
699;390;true;#000000
699;391;true;#000000
699;394;true;#000000
699;395;true;#000000
700;396;true;#000000
700;398;true;#000000
700;403;true;#000000
580;411;false;#000000
599;418;false;#000000
600;418;true;#000000
618;423;true;#000000
626;425;true;#000000
633;426;true;#000000
638;426;true;#000000
640;428;true;#000000
644;428;true;#000000
649;429;true;#000000
655;431;true;#000000
659;432;true;#000000
661;433;true;#000000
665;434;true;#000000
669;436;true;#000000
670;436;true;#000000
676;438;true;#000000
683;440;true;#000000
686;442;true;#000000
690;443;true;#000000
691;443;true;#000000
692;443;true;#000000
693;443;true;#000000
693;442;true;#000000
700;440;true;#000000
714;436;true;#000000
723;435;true;#000000
727;435;true;#000000
728;435;true;#000000
729;434;true;#000000
730;432;true;#000000
730;430;true;#000000
495;382;false;#000000
;undefined;undefined;undefined
271;266;false;#000000
395;315;false;#000000
;undefined;undefined;undefined
132;189;false;#000000
135;192;true;#000000
135;198;true;#000000
;undefined;undefined;undefined
423;238;false;#000000
