;undefined;undefined;undefined
236;388;true;#000000
228;388;true;#000000
225;388;true;#000000
226;388;true;#000000
230;389;true;#000000
239;391;true;#000000
244;393;true;#000000
245;393;true;#000000
246;393;true;#000000
245;393;true;#000000
244;393;true;#000000
240;393;true;#000000
236;393;true;#000000
231;393;true;#000000
227;392;true;#000000
225;391;true;#000000
224;391;true;#000000
