;undefined;undefined;undefined
8;85;true;#000000
8;87;true;#000000
8;88;true;#000000
10;88;true;#000000
15;86;true;#000000
33;78;false;#000000
34;78;true;#000000
38;78;true;#000000
56;82;true;#000000
82;85;true;#000000
112;86;true;#000000
127;86;true;#000000
141;86;true;#000000
154;86;true;#000000
162;87;true;#000000
166;87;true;#000000
168;88;true;#000000
168;89;true;#000000
168;90;true;#000000
164;92;true;#000000
153;97;true;#000000
139;107;true;#000000
133;114;true;#000000
128;125;true;#000000
128;136;true;#000000
128;158;true;#000000
139;176;true;#000000
146;181;true;#000000
153;184;true;#000000
162;184;true;#000000
164;184;true;#000000
168;182;true;#000000
174;177;true;#000000
179;169;true;#000000
181;159;true;#000000
;undefined;undefined;undefined
228;223;false;#000000
224;226;false;rgba(1,1,1,1)
224;222;true;rgba(1,1,1,1)
224;216;true;rgba(1,1,1,1)
224;211;true;rgba(1,1,1,1)
224;206;true;rgba(1,1,1,1)
224;201;true;rgba(1,1,1,1)
224;198;true;rgba(1,1,1,1)
224;201;true;rgba(1,1,1,1)
224;214;true;rgba(1,1,1,1)
224;228;true;rgba(1,1,1,1)
217;244;false;rgba(1,1,1,1)
217;246;true;rgba(1,1,1,1)
217;243;true;rgba(1,1,1,1)
217;236;true;rgba(1,1,1,1)
217;232;true;rgba(1,1,1,1)
217;228;true;rgba(1,1,1,1)
217;223;true;rgba(1,1,1,1)
217;221;true;rgba(1,1,1,1)
217;220;true;rgba(1,1,1,1)
217;219;true;rgba(1,1,1,1)
217;218;true;rgba(1,1,1,1)
217;217;true;rgba(1,1,1,1)
217;213;true;rgba(1,1,1,1)
217;212;true;rgba(1,1,1,1)
217;211;true;rgba(1,1,1,1)
217;210;true;rgba(1,1,1,1)
217;213;true;rgba(1,1,1,1)
218;215;true;rgba(1,1,1,1)
218;218;true;rgba(1,1,1,1)
219;220;true;rgba(1,1,1,1)
220;221;true;rgba(1,1,1,1)
219;221;true;rgba(1,1,1,1)
219;220;true;rgba(1,1,1,1)
219;219;true;rgba(1,1,1,1)
219;218;true;rgba(1,1,1,1)
219;217;true;rgba(1,1,1,1)
219;216;true;rgba(1,1,1,1)
219;215;true;rgba(1,1,1,1)
219;213;true;rgba(1,1,1,1)
219;211;true;rgba(1,1,1,1)
219;210;true;rgba(1,1,1,1)
219;209;true;rgba(1,1,1,1)
219;208;true;rgba(1,1,1,1)
219;207;true;rgba(1,1,1,1)
219;206;true;rgba(1,1,1,1)
218;206;true;rgba(1,1,1,1)
218;207;true;rgba(1,1,1,1)
218;208;true;rgba(1,1,1,1)
218;210;true;rgba(1,1,1,1)
217;212;true;rgba(1,1,1,1)
215;217;true;rgba(1,1,1,1)
215;219;true;rgba(1,1,1,1)
215;220;true;rgba(1,1,1,1)
214;220;true;rgba(1,1,1,1)
214;221;true;rgba(1,1,1,1)
213;222;true;rgba(1,1,1,1)
213;223;true;rgba(1,1,1,1)
213;224;true;rgba(1,1,1,1)
213;225;true;rgba(1,1,1,1)
213;226;true;rgba(1,1,1,1)
213;227;true;rgba(1,1,1,1)
213;228;true;rgba(1,1,1,1)
213;229;true;rgba(1,1,1,1)
213;230;true;rgba(1,1,1,1)
213;231;true;rgba(1,1,1,1)
213;232;true;rgba(1,1,1,1)
213;234;true;rgba(1,1,1,1)
213;235;true;rgba(1,1,1,1)
213;236;true;rgba(1,1,1,1)
213;237;true;rgba(1,1,1,1)
213;238;true;rgba(1,1,1,1)
213;239;true;rgba(1,1,1,1)
213;237;true;rgba(1,1,1,1)
213;235;true;rgba(1,1,1,1)
213;232;true;rgba(1,1,1,1)
213;229;true;rgba(1,1,1,1)
213;227;true;rgba(1,1,1,1)
213;226;true;rgba(1,1,1,1)
213;225;true;rgba(1,1,1,1)
213;224;true;rgba(1,1,1,1)
213;223;true;rgba(1,1,1,1)
213;222;true;rgba(1,1,1,1)
213;221;true;rgba(1,1,1,1)
212;221;true;rgba(1,1,1,1)
211;221;true;rgba(1,1,1,1)
210;221;true;rgba(1,1,1,1)
209;221;true;rgba(1,1,1,1)
208;221;true;rgba(1,1,1,1)
208;223;true;rgba(1,1,1,1)
205;235;false;rgba(1,1,1,1)
205;236;true;rgba(1,1,1,1)
203;236;true;rgba(1,1,1,1)
203;237;true;rgba(1,1,1,1)
201;237;true;rgba(1,1,1,1)
200;237;true;rgba(1,1,1,1)
199;237;true;rgba(1,1,1,1)
198;237;true;rgba(1,1,1,1)
197;237;true;rgba(1,1,1,1)
195;237;true;rgba(1,1,1,1)
194;237;true;rgba(1,1,1,1)
194;236;true;rgba(1,1,1,1)
194;235;true;rgba(1,1,1,1)
193;235;true;rgba(1,1,1,1)
193;234;true;rgba(1,1,1,1)
192;234;true;rgba(1,1,1,1)
191;234;true;rgba(1,1,1,1)
190;234;true;rgba(1,1,1,1)
192;234;true;rgba(1,1,1,1)
193;234;true;rgba(1,1,1,1)
194;234;true;rgba(1,1,1,1)
201;234;true;rgba(1,1,1,1)
205;234;true;rgba(1,1,1,1)
207;234;true;rgba(1,1,1,1)
208;234;true;rgba(1,1,1,1)
209;234;true;rgba(1,1,1,1)
210;234;true;rgba(1,1,1,1)
210;233;true;rgba(1,1,1,1)
211;233;true;rgba(1,1,1,1)
212;233;true;rgba(1,1,1,1)
212;232;true;rgba(1,1,1,1)
211;232;true;rgba(1,1,1,1)
210;232;true;rgba(1,1,1,1)
208;232;true;rgba(1,1,1,1)
207;232;true;rgba(1,1,1,1)
205;232;true;rgba(1,1,1,1)
203;232;true;rgba(1,1,1,1)
202;232;true;rgba(1,1,1,1)
203;232;true;rgba(1,1,1,1)
204;232;true;rgba(1,1,1,1)
205;231;true;rgba(1,1,1,1)
206;230;true;rgba(1,1,1,1)
206;228;true;rgba(1,1,1,1)
207;228;true;rgba(1,1,1,1)
207;226;true;rgba(1,1,1,1)
207;225;true;rgba(1,1,1,1)
207;224;true;rgba(1,1,1,1)
208;224;true;rgba(1,1,1,1)
208;223;true;rgba(1,1,1,1)
208;222;true;rgba(1,1,1,1)
208;221;true;rgba(1,1,1,1)
208;220;true;rgba(1,1,1,1)
208;219;true;rgba(1,1,1,1)
208;218;true;rgba(1,1,1,1)
208;217;true;rgba(1,1,1,1)
207;217;true;rgba(1,1,1,1)
206;217;true;rgba(1,1,1,1)
206;219;true;rgba(1,1,1,1)
206;221;true;rgba(1,1,1,1)
206;223;true;rgba(1,1,1,1)
206;224;true;rgba(1,1,1,1)
206;226;true;rgba(1,1,1,1)
205;226;true;rgba(1,1,1,1)
205;225;true;rgba(1,1,1,1)
205;222;true;rgba(1,1,1,1)
205;220;true;rgba(1,1,1,1)
205;219;true;rgba(1,1,1,1)
206;218;true;rgba(1,1,1,1)
207;218;true;rgba(1,1,1,1)
207;217;true;rgba(1,1,1,1)
208;217;true;rgba(1,1,1,1)
209;216;true;rgba(1,1,1,1)
209;215;true;rgba(1,1,1,1)
211;215;true;rgba(1,1,1,1)
212;215;true;rgba(1,1,1,1)
213;215;true;rgba(1,1,1,1)
213;216;true;rgba(1,1,1,1)
213;217;true;rgba(1,1,1,1)
213;219;true;rgba(1,1,1,1)
213;220;true;rgba(1,1,1,1)
212;220;true;rgba(1,1,1,1)
211;220;true;rgba(1,1,1,1)
211;221;true;rgba(1,1,1,1)
210;221;true;rgba(1,1,1,1)
209;220;true;rgba(1,1,1,1)
209;219;true;rgba(1,1,1,1)
208;219;true;rgba(1,1,1,1)
208;218;true;rgba(1,1,1,1)
208;217;true;rgba(1,1,1,1)
208;216;true;rgba(1,1,1,1)
208;215;true;rgba(1,1,1,1)
209;215;true;rgba(1,1,1,1)
209;214;true;rgba(1,1,1,1)
210;213;true;rgba(1,1,1,1)
211;213;true;rgba(1,1,1,1)
211;212;true;rgba(1,1,1,1)
211;211;true;rgba(1,1,1,1)
210;211;true;rgba(1,1,1,1)
210;212;true;rgba(1,1,1,1)
209;212;true;rgba(1,1,1,1)
208;212;true;rgba(1,1,1,1)
208;213;true;rgba(1,1,1,1)
208;214;true;rgba(1,1,1,1)
207;214;true;rgba(1,1,1,1)
207;215;true;rgba(1,1,1,1)
207;216;true;rgba(1,1,1,1)
207;215;true;rgba(1,1,1,1)
207;214;true;rgba(1,1,1,1)
207;213;true;rgba(1,1,1,1)
207;212;true;rgba(1,1,1,1)
208;212;true;rgba(1,1,1,1)
208;211;true;rgba(1,1,1,1)
209;211;true;rgba(1,1,1,1)
209;210;true;rgba(1,1,1,1)
209;209;true;rgba(1,1,1,1)
209;208;true;rgba(1,1,1,1)
209;209;true;rgba(1,1,1,1)
209;210;true;rgba(1,1,1,1)
209;212;true;rgba(1,1,1,1)
209;213;true;rgba(1,1,1,1)
209;214;true;rgba(1,1,1,1)
209;213;true;rgba(1,1,1,1)
209;212;true;rgba(1,1,1,1)
209;210;true;rgba(1,1,1,1)
209;209;true;rgba(1,1,1,1)
209;208;true;rgba(1,1,1,1)
210;208;true;rgba(1,1,1,1)
210;209;true;rgba(1,1,1,1)
210;208;true;rgba(1,1,1,1)
209;208;true;rgba(1,1,1,1)
208;208;true;rgba(1,1,1,1)
207;208;true;rgba(1,1,1,1)
206;208;true;rgba(1,1,1,1)
205;207;true;rgba(1,1,1,1)
205;206;true;rgba(1,1,1,1)
205;205;true;rgba(1,1,1,1)
206;205;true;rgba(1,1,1,1)
207;205;true;rgba(1,1,1,1)
208;205;true;rgba(1,1,1,1)
209;205;true;rgba(1,1,1,1)
210;205;true;rgba(1,1,1,1)
210;206;true;rgba(1,1,1,1)
210;207;true;rgba(1,1,1,1)
211;207;true;rgba(1,1,1,1)
211;208;true;rgba(1,1,1,1)
210;209;true;rgba(1,1,1,1)
210;210;true;rgba(1,1,1,1)
210;211;true;rgba(1,1,1,1)
209;211;true;rgba(1,1,1,1)
209;212;true;rgba(1,1,1,1)
208;212;true;rgba(1,1,1,1)
207;212;true;rgba(1,1,1,1)
206;212;true;rgba(1,1,1,1)
205;212;true;rgba(1,1,1,1)
202;212;true;rgba(1,1,1,1)
201;212;true;rgba(1,1,1,1)
198;212;true;rgba(1,1,1,1)
193;211;true;rgba(1,1,1,1)
191;211;true;rgba(1,1,1,1)
185;209;true;rgba(1,1,1,1)
181;207;true;rgba(1,1,1,1)
176;207;true;rgba(1,1,1,1)
171;205;true;rgba(1,1,1,1)
167;203;true;rgba(1,1,1,1)
166;203;true;rgba(1,1,1,1)
165;203;true;rgba(1,1,1,1)
164;202;true;rgba(1,1,1,1)
163;202;true;rgba(1,1,1,1)
162;202;true;rgba(1,1,1,1)
162;201;true;rgba(1,1,1,1)
160;201;true;rgba(1,1,1,1)
159;200;true;rgba(1,1,1,1)
157;199;true;rgba(1,1,1,1)
155;198;true;rgba(1,1,1,1)
153;197;true;rgba(1,1,1,1)
151;197;true;rgba(1,1,1,1)
147;196;true;rgba(1,1,1,1)
145;195;true;rgba(1,1,1,1)
142;194;true;rgba(1,1,1,1)
138;192;true;rgba(1,1,1,1)
135;190;true;rgba(1,1,1,1)
132;189;true;rgba(1,1,1,1)
129;188;true;rgba(1,1,1,1)
127;186;true;rgba(1,1,1,1)
126;186;true;rgba(1,1,1,1)
125;186;true;rgba(1,1,1,1)
124;185;true;rgba(1,1,1,1)
124;184;true;rgba(1,1,1,1)
123;184;true;rgba(1,1,1,1)
123;185;true;rgba(1,1,1,1)
123;186;true;rgba(1,1,1,1)
123;187;true;rgba(1,1,1,1)
124;190;true;rgba(1,1,1,1)
125;192;true;rgba(1,1,1,1)
126;196;true;rgba(1,1,1,1)
126;197;true;rgba(1,1,1,1)
127;198;true;rgba(1,1,1,1)
128;199;true;rgba(1,1,1,1)
130;201;true;rgba(1,1,1,1)
134;204;true;rgba(1,1,1,1)
135;205;true;rgba(1,1,1,1)
137;206;true;rgba(1,1,1,1)
140;207;true;rgba(1,1,1,1)
143;207;true;rgba(1,1,1,1)
152;207;true;rgba(1,1,1,1)
157;207;true;rgba(1,1,1,1)
184;154;false;rgba(1,1,1,1)
183;154;true;rgba(1,1,1,1)
182;154;true;rgba(1,1,1,1)
181;155;true;rgba(1,1,1,1)
180;155;true;rgba(1,1,1,1)
179;155;true;rgba(1,1,1,1)
179;156;true;rgba(1,1,1,1)
179;157;true;rgba(1,1,1,1)
179;158;true;rgba(1,1,1,1)
178;158;true;rgba(1,1,1,1)
177;158;true;rgba(1,1,1,1)
177;159;true;rgba(1,1,1,1)
177;160;true;rgba(1,1,1,1)
177;161;true;rgba(1,1,1,1)
177;162;true;rgba(1,1,1,1)
177;163;true;rgba(1,1,1,1)
177;164;true;rgba(1,1,1,1)
177;165;true;rgba(1,1,1,1)
178;166;true;rgba(1,1,1,1)
179;166;true;rgba(1,1,1,1)
179;167;true;rgba(1,1,1,1)
179;168;true;rgba(1,1,1,1)
179;169;true;rgba(1,1,1,1)
179;170;true;rgba(1,1,1,1)
179;171;true;rgba(1,1,1,1)
179;173;true;rgba(1,1,1,1)
178;173;true;rgba(1,1,1,1)
179;173;true;rgba(1,1,1,1)
179;171;true;rgba(1,1,1,1)
179;169;true;rgba(1,1,1,1)
179;166;true;rgba(1,1,1,1)
180;166;true;rgba(1,1,1,1)
180;165;true;rgba(1,1,1,1)
180;166;true;rgba(1,1,1,1)
180;167;true;rgba(1,1,1,1)
180;168;true;rgba(1,1,1,1)
180;170;true;rgba(1,1,1,1)
179;170;true;rgba(1,1,1,1)
179;171;true;rgba(1,1,1,1)
179;172;true;rgba(1,1,1,1)
178;173;true;rgba(1,1,1,1)
178;174;true;rgba(1,1,1,1)
177;174;true;rgba(1,1,1,1)
177;175;true;rgba(1,1,1,1)
176;175;true;rgba(1,1,1,1)
176;176;true;rgba(1,1,1,1)
176;177;true;rgba(1,1,1,1)
175;177;true;rgba(1,1,1,1)
175;178;true;rgba(1,1,1,1)
175;179;true;rgba(1,1,1,1)
174;179;true;rgba(1,1,1,1)
174;180;true;rgba(1,1,1,1)
174;181;true;rgba(1,1,1,1)
173;181;true;rgba(1,1,1,1)
173;182;true;rgba(1,1,1,1)
173;183;true;rgba(1,1,1,1)
172;183;true;rgba(1,1,1,1)
172;184;true;rgba(1,1,1,1)
171;184;true;rgba(1,1,1,1)
170;184;true;rgba(1,1,1,1)
169;184;true;rgba(1,1,1,1)
168;185;true;rgba(1,1,1,1)
167;186;true;rgba(1,1,1,1)
166;186;true;rgba(1,1,1,1)
165;186;true;rgba(1,1,1,1)
164;186;true;rgba(1,1,1,1)
165;186;true;rgba(1,1,1,1)
166;186;true;rgba(1,1,1,1)
167;185;true;rgba(1,1,1,1)
168;185;true;rgba(1,1,1,1)
169;185;true;rgba(1,1,1,1)
170;185;true;rgba(1,1,1,1)
170;184;true;rgba(1,1,1,1)
171;184;true;rgba(1,1,1,1)
171;183;true;rgba(1,1,1,1)
171;182;true;rgba(1,1,1,1)
170;182;true;rgba(1,1,1,1)
169;182;true;rgba(1,1,1,1)
169;183;true;rgba(1,1,1,1)
168;183;true;rgba(1,1,1,1)
167;183;true;rgba(1,1,1,1)
167;184;true;rgba(1,1,1,1)
165;184;true;rgba(1,1,1,1)
164;184;true;rgba(1,1,1,1)
163;184;true;rgba(1,1,1,1)
162;184;true;rgba(1,1,1,1)
162;185;true;rgba(1,1,1,1)
161;185;true;rgba(1,1,1,1)
160;185;true;rgba(1,1,1,1)
159;185;true;rgba(1,1,1,1)
159;186;true;rgba(1,1,1,1)
158;186;true;rgba(1,1,1,1)
157;186;true;rgba(1,1,1,1)
156;186;true;rgba(1,1,1,1)
155;186;true;rgba(1,1,1,1)
156;186;true;rgba(1,1,1,1)
157;186;true;rgba(1,1,1,1)
158;186;true;rgba(1,1,1,1)
159;186;true;rgba(1,1,1,1)
160;186;true;rgba(1,1,1,1)
161;186;true;rgba(1,1,1,1)
161;185;true;rgba(1,1,1,1)
162;185;true;rgba(1,1,1,1)
163;185;true;rgba(1,1,1,1)
164;185;true;rgba(1,1,1,1)
165;184;true;rgba(1,1,1,1)
166;183;true;rgba(1,1,1,1)
165;183;true;rgba(1,1,1,1)
164;183;true;rgba(1,1,1,1)
163;183;true;rgba(1,1,1,1)
160;183;true;rgba(1,1,1,1)
158;183;true;rgba(1,1,1,1)
157;183;true;rgba(1,1,1,1)
156;183;true;rgba(1,1,1,1)
155;183;true;rgba(1,1,1,1)
154;183;true;rgba(1,1,1,1)
153;183;true;rgba(1,1,1,1)
152;183;true;rgba(1,1,1,1)
151;183;true;rgba(1,1,1,1)
149;183;true;rgba(1,1,1,1)
148;183;true;rgba(1,1,1,1)
147;183;true;rgba(1,1,1,1)
146;183;true;rgba(1,1,1,1)
145;183;true;rgba(1,1,1,1)
148;184;true;rgba(1,1,1,1)
149;184;true;rgba(1,1,1,1)
149;185;true;rgba(1,1,1,1)
150;185;true;rgba(1,1,1,1)
149;185;true;rgba(1,1,1,1)
148;185;true;rgba(1,1,1,1)
147;185;true;rgba(1,1,1,1)
146;185;true;rgba(1,1,1,1)
144;185;true;rgba(1,1,1,1)
143;185;true;rgba(1,1,1,1)
142;184;true;rgba(1,1,1,1)
140;182;true;rgba(1,1,1,1)
139;182;true;rgba(1,1,1,1)
138;181;true;rgba(1,1,1,1)
137;180;true;rgba(1,1,1,1)
136;180;true;rgba(1,1,1,1)
135;180;true;rgba(1,1,1,1)
135;179;true;rgba(1,1,1,1)
134;179;true;rgba(1,1,1,1)
134;178;true;rgba(1,1,1,1)
134;177;true;rgba(1,1,1,1)
133;177;true;rgba(1,1,1,1)
134;177;true;rgba(1,1,1,1)
135;177;true;rgba(1,1,1,1)
136;177;true;rgba(1,1,1,1)
137;178;true;rgba(1,1,1,1)
138;178;true;rgba(1,1,1,1)
138;179;true;rgba(1,1,1,1)
139;179;true;rgba(1,1,1,1)
140;179;true;rgba(1,1,1,1)
141;179;true;rgba(1,1,1,1)
143;179;true;rgba(1,1,1,1)
143;180;true;rgba(1,1,1,1)
142;178;true;rgba(1,1,1,1)
141;176;true;rgba(1,1,1,1)
139;175;true;rgba(1,1,1,1)
138;175;true;rgba(1,1,1,1)
138;174;true;rgba(1,1,1,1)
137;174;true;rgba(1,1,1,1)
136;174;true;rgba(1,1,1,1)
135;174;true;rgba(1,1,1,1)
134;174;true;rgba(1,1,1,1)
135;174;true;rgba(1,1,1,1)
136;175;true;rgba(1,1,1,1)
138;176;true;rgba(1,1,1,1)
140;177;true;rgba(1,1,1,1)
145;180;true;rgba(1,1,1,1)
148;183;true;rgba(1,1,1,1)
148;182;true;rgba(1,1,1,1)
148;181;true;rgba(1,1,1,1)
146;180;true;rgba(1,1,1,1)
145;178;true;rgba(1,1,1,1)
141;174;true;rgba(1,1,1,1)
141;173;true;rgba(1,1,1,1)
141;172;true;rgba(1,1,1,1)
141;171;true;rgba(1,1,1,1)
141;170;true;rgba(1,1,1,1)
140;170;true;rgba(1,1,1,1)
139;169;true;rgba(1,1,1,1)
138;169;true;rgba(1,1,1,1)
137;169;true;rgba(1,1,1,1)
136;169;true;rgba(1,1,1,1)
136;170;true;rgba(1,1,1,1)
136;171;true;rgba(1,1,1,1)
136;172;true;rgba(1,1,1,1)
136;173;true;rgba(1,1,1,1)
136;174;true;rgba(1,1,1,1)
136;175;true;rgba(1,1,1,1)
136;174;true;rgba(1,1,1,1)
136;173;true;rgba(1,1,1,1)
135;169;true;rgba(1,1,1,1)
134;167;true;rgba(1,1,1,1)
134;166;true;rgba(1,1,1,1)
134;167;true;rgba(1,1,1,1)
134;168;true;rgba(1,1,1,1)
134;170;true;rgba(1,1,1,1)
134;171;true;rgba(1,1,1,1)
132;171;true;rgba(1,1,1,1)
132;172;true;rgba(1,1,1,1)
131;173;true;rgba(1,1,1,1)
129;173;true;rgba(1,1,1,1)
125;173;true;rgba(1,1,1,1)
124;173;true;rgba(1,1,1,1)
122;174;true;rgba(1,1,1,1)
120;175;true;rgba(1,1,1,1)
118;176;true;rgba(1,1,1,1)
117;176;true;rgba(1,1,1,1)
116;178;true;rgba(1,1,1,1)
116;177;true;rgba(1,1,1,1)
116;175;true;rgba(1,1,1,1)
116;174;true;rgba(1,1,1,1)
116;171;true;rgba(1,1,1,1)
116;169;true;rgba(1,1,1,1)
117;169;true;rgba(1,1,1,1)
118;169;true;rgba(1,1,1,1)
118;168;true;rgba(1,1,1,1)
119;168;true;rgba(1,1,1,1)
119;167;true;rgba(1,1,1,1)
119;166;true;rgba(1,1,1,1)
119;167;true;rgba(1,1,1,1)
119;168;true;rgba(1,1,1,1)
119;169;true;rgba(1,1,1,1)
119;170;true;rgba(1,1,1,1)
119;173;true;rgba(1,1,1,1)
120;165;false;rgba(1,1,1,1)
140;179;false;rgba(1,1,1,1)
141;179;true;rgba(1,1,1,1)
141;178;true;rgba(1,1,1,1)
141;176;true;rgba(1,1,1,1)
141;175;true;rgba(1,1,1,1)
141;174;true;rgba(1,1,1,1)
141;172;true;rgba(1,1,1,1)
141;171;true;rgba(1,1,1,1)
139;169;true;rgba(1,1,1,1)
138;169;true;rgba(1,1,1,1)
137;169;true;rgba(1,1,1,1)
137;168;true;rgba(1,1,1,1)
134;167;true;rgba(1,1,1,1)
133;167;true;rgba(1,1,1,1)
132;167;true;rgba(1,1,1,1)
131;167;true;rgba(1,1,1,1)
129;167;true;rgba(1,1,1,1)
128;166;true;rgba(1,1,1,1)
126;166;true;rgba(1,1,1,1)
125;166;true;rgba(1,1,1,1)
123;165;true;rgba(1,1,1,1)
122;165;true;rgba(1,1,1,1)
121;165;true;rgba(1,1,1,1)
120;165;true;rgba(1,1,1,1)
119;165;true;rgba(1,1,1,1)
118;165;true;rgba(1,1,1,1)
117;165;true;rgba(1,1,1,1)
116;165;true;rgba(1,1,1,1)
116;164;true;rgba(1,1,1,1)
118;163;true;rgba(1,1,1,1)
120;163;true;rgba(1,1,1,1)
123;163;true;rgba(1,1,1,1)
126;163;true;rgba(1,1,1,1)
126;162;true;rgba(1,1,1,1)
127;162;true;rgba(1,1,1,1)
128;162;true;rgba(1,1,1,1)
129;162;true;rgba(1,1,1,1)
131;162;true;rgba(1,1,1,1)
133;162;true;rgba(1,1,1,1)
134;162;true;rgba(1,1,1,1)
136;162;true;rgba(1,1,1,1)
135;162;true;rgba(1,1,1,1)
134;162;true;rgba(1,1,1,1)
132;162;true;rgba(1,1,1,1)
131;162;true;rgba(1,1,1,1)
127;162;true;rgba(1,1,1,1)
123;162;true;rgba(1,1,1,1)
122;162;true;rgba(1,1,1,1)
120;162;true;rgba(1,1,1,1)
119;162;true;rgba(1,1,1,1)
117;162;true;rgba(1,1,1,1)
115;162;true;rgba(1,1,1,1)
114;162;true;rgba(1,1,1,1)
202;230;false;rgba(1,1,1,1)
203;230;true;rgba(1,1,1,1)
204;231;true;rgba(1,1,1,1)
213;263;false;rgba(1,1,1,1)
213;261;true;rgba(1,1,1,1)
213;258;true;rgba(1,1,1,1)
213;254;true;rgba(1,1,1,1)
213;252;true;rgba(1,1,1,1)
213;250;true;rgba(1,1,1,1)
213;248;true;rgba(1,1,1,1)
212;248;true;rgba(1,1,1,1)
209;249;true;rgba(1,1,1,1)
208;252;true;rgba(1,1,1,1)
207;253;true;rgba(1,1,1,1)
206;253;true;rgba(1,1,1,1)
207;250;true;rgba(1,1,1,1)
207;248;true;rgba(1,1,1,1)
207;245;true;rgba(1,1,1,1)
207;240;true;rgba(1,1,1,1)
207;237;true;rgba(1,1,1,1)
206;235;true;rgba(1,1,1,1)
205;233;true;rgba(1,1,1,1)
205;234;true;rgba(1,1,1,1)
205;241;true;rgba(1,1,1,1)
205;250;true;rgba(1,1,1,1)
205;253;true;rgba(1,1,1,1)
205;258;true;rgba(1,1,1,1)
205;259;true;rgba(1,1,1,1)
205;255;true;rgba(1,1,1,1)
205;252;true;rgba(1,1,1,1)
205;248;true;rgba(1,1,1,1)
205;244;true;rgba(1,1,1,1)
204;242;true;rgba(1,1,1,1)
204;243;true;rgba(1,1,1,1)
204;249;true;rgba(1,1,1,1)
207;253;true;rgba(1,1,1,1)
209;256;true;rgba(1,1,1,1)
212;257;true;rgba(1,1,1,1)
