;undefined;undefined;undefined
35;211;true;#000000
35;213;true;#000000
35;219;true;#000000
33;225;true;#000000
31;230;true;#000000
29;234;true;#000000
28;237;true;#000000
28;239;true;#000000
28;241;true;#000000
28;242;true;#000000
119;273;false;#000000
120;273;true;#000000
125;272;true;#000000
131;269;true;#000000
136;269;true;#000000
141;269;true;#000000
145;269;true;#000000
148;269;true;#000000
152;269;true;#000000
156;269;true;#000000
162;272;true;#000000
165;273;true;#000000
171;274;true;#000000
176;276;true;#000000
179;277;true;#000000
181;278;true;#000000
182;278;true;#000000
183;278;true;#000000
184;278;true;#000000
187;278;true;#000000
190;278;true;#000000
192;280;true;#000000
196;281;true;#000000
199;282;true;#000000
203;283;true;#000000
205;283;true;#000000
209;283;true;#000000
212;283;true;#000000
217;284;true;#000000
222;284;true;#000000
227;284;true;#000000
234;284;true;#000000
243;284;true;#000000
248;284;true;#000000
254;284;true;#000000
260;284;true;#000000
263;282;true;#000000
265;280;true;#000000
268;279;true;#000000
271;277;true;#000000
274;277;true;#000000
275;276;true;#000000
276;276;true;#000000
276;275;true;#000000
267;206;false;#000000
267;203;true;#000000
267;201;true;#000000
267;199;true;#000000
267;191;true;#000000
267;186;true;#000000
267;181;true;#000000
267;177;true;#000000
267;174;true;#000000
267;171;true;#000000
267;167;true;#000000
267;165;true;#000000
267;162;true;#000000
267;159;true;#000000
267;158;true;#000000
267;157;true;#000000
267;156;true;#000000
267;152;true;#000000
267;149;true;#000000
267;141;true;#000000
267;137;true;#000000
267;134;true;#000000
267;133;true;#000000
267;132;true;#000000
268;131;true;#000000
270;131;true;#000000
235;70;false;#000000
238;71;true;#000000
243;73;true;#000000
250;74;true;#000000
254;76;true;#000000
258;79;true;#000000
260;79;true;#000000
263;79;true;#000000
264;79;true;#000000
265;79;true;#000000
266;79;true;#000000
269;79;true;#000000
269;80;true;#000000
267;83;true;#000000
264;84;true;#000000
262;85;true;#000000
260;87;true;#000000
258;88;true;#000000
256;90;true;#000000
257;94;false;#000000
257;99;true;#000000
257;102;true;#000000
257;108;true;#000000
257;109;true;#000000
238;147;false;#000000
239;147;true;#000000
239;149;true;#000000
239;150;true;#000000
239;153;true;#000000
239;156;true;#000000
238;158;true;#000000
236;159;true;#000000
235;160;true;#000000
233;161;true;#000000
232;161;true;#000000
231;164;true;#000000
230;167;true;#000000
229;168;true;#000000
229;172;false;#000000
229;173;true;#000000
229;175;true;#000000
230;176;true;#000000
231;177;true;#000000
232;177;true;#000000
233;177;true;#000000
234;177;true;#000000
235;177;true;#000000
236;177;true;#000000
236;178;true;#000000
237;183;true;#000000
239;187;true;#000000
241;191;true;#000000
242;194;true;#000000
243;196;true;#000000
243;198;true;#000000
244;198;true;#000000
245;199;true;#000000
247;200;true;#000000
249;201;true;#000000
251;202;true;#000000
254;204;true;#000000
273;248;false;#000000
273;249;true;#000000
273;250;true;#000000
273;251;true;#000000
276;252;true;#000000
278;252;true;#000000
280;252;true;#000000
281;252;true;#000000
282;252;true;#000000
282;253;true;#000000
282;254;true;#000000
282;255;true;#000000
282;257;true;#000000
282;259;true;#000000
282;261;true;#000000
282;264;true;#000000
283;266;true;#000000
283;268;true;#000000
284;269;true;#000000
285;269;true;#000000
286;269;true;#000000
289;269;true;#000000
295;269;true;#000000
302;270;true;#000000
308;272;true;#000000
312;273;true;#000000
313;274;true;#000000
314;275;true;#000000
315;275;true;#000000
355;275;true;#000000
287;58;false;#000000
260;69;true;#000000
250;72;true;#000000
247;72;true;#000000
246;72;true;#000000
243;72;true;#000000
241;72;true;#000000
204;57;false;#000000
202;55;true;#000000
201;52;true;#000000
199;49;true;#000000
198;48;true;#000000
197;48;true;#000000
118;35;false;#000000
111;39;true;#000000
108;42;true;#000000
105;44;true;#000000
104;44;true;#000000
106;44;true;#000000
107;44;true;#000000
110;42;true;#000000
115;38;true;#000000
116;37;true;#000000
116;36;true;#000000
116;37;true;#000000
114;40;true;#000000
106;46;true;#000000
102;51;true;#000000
97;53;true;#000000
93;55;true;#000000
92;56;true;#000000
93;56;true;#000000
94;56;true;#000000
97;56;true;#000000
99;56;true;#000000
100;56;true;#000000
100;58;true;#000000
100;59;true;#000000
100;62;true;#000000
100;64;true;#000000
100;67;true;#000000
29;80;false;#000000
27;86;true;#000000
20;99;true;#000000
40;107;true;#000000
41;107;true;#000000
41;106;true;#000000
38;106;true;#000000
35;107;true;#000000
31;109;true;#000000
30;111;true;#000000
27;114;true;#000000
24;118;true;#000000
23;123;true;#000000
22;129;true;#000000
22;134;true;#000000
22;136;true;#000000
22;137;true;#000000
22;138;true;#000000
194;217;false;#000000
204;209;true;#000000
209;206;true;#000000
211;205;true;#000000
215;202;true;#000000
220;199;true;#000000
223;199;true;#000000
225;198;true;#000000
164;196;false;#000000
163;196;true;#000000
162;196;true;#000000
160;196;true;#000000
156;196;true;#000000
154;196;true;#000000
152;196;true;#000000
150;196;true;#000000
149;196;true;#000000
146;197;true;#000000
144;198;true;#000000
142;199;true;#000000
141;205;true;#000000
141;208;true;#000000
141;211;true;#000000
141;213;true;#000000
140;213;true;#000000
139;210;true;#000000
137;204;true;#000000
133;198;true;#000000
131;195;true;#000000
127;193;true;#000000
124;193;true;#000000
123;193;true;#000000
122;193;true;#000000
120;193;true;#000000
119;193;true;#000000
116;194;true;#000000
113;196;true;#000000
111;198;true;#000000
110;199;true;#000000
110;200;true;#000000
109;201;true;#000000
108;202;true;#000000
107;203;true;#000000
107;204;true;#000000
107;205;true;#000000
107;206;true;#000000
107;207;true;#000000
159;184;false;#000000
157;184;true;#000000
154;186;true;#000000
150;188;true;#000000
145;189;true;#000000
134;192;true;#000000
131;193;true;#000000
129;194;true;#000000
130;194;true;#000000
131;194;true;#000000
133;194;true;#000000
137;194;true;#000000
143;194;true;#000000
147;194;true;#000000
153;194;true;#000000
154;194;true;#000000
155;194;true;#000000
154;194;true;#000000
153;193;true;#000000
151;192;true;#000000
147;192;true;#000000
146;192;true;#000000
142;192;true;#000000
141;192;true;#000000
139;192;true;#000000
138;194;true;#000000
138;195;true;#000000
138;193;true;#000000
138;190;true;#000000
138;188;true;#000000
139;186;true;#000000
140;185;true;#000000
141;185;true;#000000
140;185;true;#000000
138;186;true;#000000
138;190;true;#000000
138;192;true;#000000
138;193;true;#000000
138;195;true;#000000
140;195;true;#000000
143;195;true;#000000
144;195;true;#000000
145;195;true;#000000
145;194;true;#000000
145;192;true;#000000
145;190;true;#000000
145;188;true;#000000
145;187;true;#000000
145;186;true;#000000
143;190;true;#000000
141;192;true;#000000
141;194;true;#000000
141;195;true;#000000
142;193;true;#000000
144;190;true;#000000
144;188;true;#000000
144;187;true;#000000
143;187;true;#000000
143;188;true;#000000
140;190;true;#000000
140;191;true;#000000
141;191;true;#000000
141;190;true;#000000
141;189;true;#000000
140;189;true;#000000
139;189;true;#000000
140;189;true;#000000
141;189;true;#000000
142;189;true;#000000
143;189;true;#000000
144;189;true;#000000
144;188;true;#000000
144;187;true;#000000
143;188;true;#000000
142;189;true;#000000
142;190;true;#000000
142;192;true;#000000
142;193;true;#000000
144;193;true;#000000
145;193;true;#000000
146;193;true;#000000
147;193;true;#000000
149;191;true;#000000
150;190;true;#000000
150;188;true;#000000
150;187;true;#000000
149;187;true;#000000
148;187;true;#000000
147;187;true;#000000
146;187;true;#000000
144;187;true;#000000
144;189;true;#000000
143;190;true;#000000
143;191;true;#000000
143;190;true;#000000
143;189;true;#000000
143;187;true;#000000
142;186;true;#000000
141;186;true;#000000
141;190;true;#000000
141;193;true;#000000
141;194;true;#000000
141;195;true;#000000
130;105;false;#000000
129;105;true;#000000
124;108;true;#000000
115;113;true;#000000
107;118;true;#000000
101;122;true;#000000
100;124;true;#000000
100;125;true;#000000
105;127;false;#000000
106;127;true;#000000
101;131;true;#000000
97;135;true;#000000
86;146;true;#000000
83;148;true;#000000
86;176;false;#000000
85;177;true;#000000
83;178;true;#000000
79;179;true;#000000
72;182;true;#000000
57;184;true;#000000
51;185;true;#000000
50;185;true;#000000
49;186;true;#000000
51;186;true;#000000
54;186;true;#000000
58;186;true;#000000
62;186;true;#000000
65;186;true;#000000
68;186;true;#000000
71;186;true;#000000
75;186;true;#000000
76;186;true;#000000
75;186;true;#000000
74;186;true;#000000
70;186;true;#000000
66;186;true;#000000
63;186;true;#000000
61;188;true;#000000
60;190;true;#000000
58;190;true;#000000
58;193;true;#000000
58;195;true;#000000
58;196;true;#000000
58;197;true;#000000
59;199;true;#000000
60;200;true;#000000
60;201;true;#000000
62;201;true;#000000
67;203;true;#000000
69;203;true;#000000
69;204;true;#000000
69;205;true;#000000
67;205;true;#000000
67;206;true;#000000
66;206;true;#000000
65;206;true;#000000
64;206;true;#000000
265;118;false;#000000
269;118;true;#000000
272;118;true;#000000
277;118;true;#000000
282;118;true;#000000
286;118;true;#000000
290;118;true;#000000
297;163;false;#000000
290;167;true;#000000
284;169;true;#000000
280;172;true;#000000
277;173;true;#000000
277;175;true;#000000
285;147;false;#000000
284;149;true;#000000
284;153;true;#000000
285;155;true;#000000
288;157;true;#000000
292;158;true;#000000
301;158;true;#000000
304;158;true;#000000
307;158;true;#000000
309;158;true;#000000
293;169;false;#000000
294;169;true;#000000
281;99;false;#000000
284;99;true;#000000
285;99;true;#000000
287;99;true;#000000
288;98;true;#000000
285;101;true;#000000
279;105;true;#000000
275;108;true;#000000
269;110;true;#000000
266;112;true;#000000
263;115;true;#000000
262;121;true;#000000
262;125;true;#000000
262;128;true;#000000
263;129;true;#000000
269;131;true;#000000
272;131;true;#000000
276;132;true;#000000
282;135;true;#000000
287;137;true;#000000
293;138;true;#000000
296;138;true;#000000
297;138;true;#000000
298;138;true;#000000
298;139;true;#000000
298;140;true;#000000
298;141;true;#000000
297;141;true;#000000
296;141;true;#000000
293;143;true;#000000
291;144;true;#000000
287;147;true;#000000
284;149;true;#000000
284;151;true;#000000
285;153;true;#000000
287;156;true;#000000
296;196;false;#000000
297;196;true;#000000
298;196;true;#000000
301;193;true;#000000
306;182;true;#000000
314;172;true;#000000
319;164;true;#000000
322;158;true;#000000
324;157;true;#000000
325;157;true;#000000
326;156;true;#000000
327;155;true;#000000
327;154;true;#000000
327;152;true;#000000
317;148;true;#000000
310;146;true;#000000
300;146;true;#000000
285;144;true;#000000
281;144;true;#000000
277;144;true;#000000
276;144;true;#000000
276;143;true;#000000
276;142;true;#000000
276;140;true;#000000
279;136;true;#000000
282;130;true;#000000
285;126;true;#000000
290;120;true;#000000
294;114;true;#000000
300;104;true;#000000
300;101;true;#000000
301;98;true;#000000
301;97;true;#000000
301;95;true;#000000
301;94;true;#000000
301;92;true;#000000
294;88;true;#000000
288;85;true;#000000
279;82;true;#000000
273;80;true;#000000
268;77;true;#000000
264;77;true;#000000
262;77;true;#000000
261;77;true;#000000
228;24;false;#000000
246;24;true;#000000
256;24;true;#000000
273;24;true;#000000
280;24;true;#000000
279;24;true;#000000
278;24;true;#000000
268;26;true;#000000
261;28;true;#000000
257;32;true;#000000
254;33;true;#000000
252;35;true;#000000
250;37;true;#000000
250;38;true;#000000
251;40;true;#000000
259;42;true;#000000
273;46;true;#000000
286;48;true;#000000
300;49;true;#000000
310;49;true;#000000
315;49;true;#000000
317;49;true;#000000
317;50;false;#000000
315;52;true;#000000
312;54;true;#000000
307;55;true;#000000
300;58;true;#000000
291;64;true;#000000
276;73;true;#000000
272;76;false;#000000
272;78;true;#000000
273;79;true;#000000
275;80;true;#000000
275;81;true;#000000
275;82;true;#000000
274;85;true;#000000
269;88;true;#000000
259;96;true;#000000
253;99;true;#000000
246;104;true;#000000
242;105;true;#000000
240;106;true;#000000
239;107;true;#000000
238;108;true;#000000
238;107;true;#000000
238;106;true;#000000
241;103;true;#000000
243;100;true;#000000
185;63;false;#000000
186;66;true;#000000
187;68;true;#000000
191;69;true;#000000
198;71;true;#000000
205;72;true;#000000
213;75;true;#000000
218;75;true;#000000
220;75;true;#000000
222;75;true;#000000
224;75;true;#000000
227;73;true;#000000
229;71;true;#000000
231;67;true;#000000
231;62;true;#000000
231;58;true;#000000
223;51;true;#000000
217;49;true;#000000
206;48;true;#000000
196;49;true;#000000
191;53;true;#000000
189;54;true;#000000
186;56;true;#000000
185;58;true;#000000
184;59;true;#000000
185;60;true;#000000
186;60;true;#000000
187;60;true;#000000
188;60;true;#000000
189;58;true;#000000
190;54;true;#000000
190;47;true;#000000
190;40;true;#000000
189;38;true;#000000
187;35;true;#000000
183;33;true;#000000
181;33;true;#000000
174;33;true;#000000
169;34;true;#000000
160;40;true;#000000
156;42;true;#000000
146;46;true;#000000
144;46;true;#000000
134;46;true;#000000
126;46;true;#000000
123;46;true;#000000
98;42;false;#000000
98;46;true;#000000
98;49;true;#000000
98;53;true;#000000
98;56;true;#000000
99;59;true;#000000
100;59;true;#000000
110;62;true;#000000
115;63;true;#000000
122;64;true;#000000
123;64;true;#000000
124;62;true;#000000
124;60;true;#000000
124;57;true;#000000
124;54;true;#000000
122;52;true;#000000
119;52;true;#000000
117;52;true;#000000
113;52;true;#000000
109;56;true;#000000
107;60;true;#000000
103;64;true;#000000
101;73;true;#000000
98;85;true;#000000
98;92;true;#000000
98;93;true;#000000
99;93;true;#000000
99;91;true;#000000
99;77;true;#000000
99;70;true;#000000
99;64;true;#000000
99;60;true;#000000
99;59;true;#000000
98;59;true;#000000
96;59;true;#000000
93;59;true;#000000
90;60;true;#000000
88;64;true;#000000
88;67;true;#000000
86;73;true;#000000
86;78;true;#000000
86;79;true;#000000
86;74;true;#000000
83;65;true;#000000
80;59;true;#000000
76;52;true;#000000
66;47;true;#000000
63;46;true;#000000
61;45;true;#000000
60;45;true;#000000
59;45;true;#000000
58;45;true;#000000
;undefined;undefined;undefined
101;150;false;#000000
105;165;true;#000000
107;167;true;#000000
108;169;true;#000000
113;172;true;#000000
115;172;true;#000000
118;173;true;#000000
119;174;true;#000000
120;174;true;#000000
121;174;true;#000000
121;175;true;#000000
122;175;true;#000000
131;179;true;#000000
135;181;true;#000000
140;184;true;#000000
145;187;true;#000000
147;188;true;#000000
147;189;true;#000000
145;190;true;#000000
141;193;true;#000000
136;196;true;#000000
121;202;true;#000000
114;209;true;#000000
94;219;true;#000000
82;227;true;#000000
79;229;true;#000000
78;230;true;#000000
77;231;true;#000000
79;234;true;#000000
81;235;true;#000000
87;238;true;#000000
92;239;true;#000000
99;240;true;#000000
108;240;true;#000000
121;240;true;#000000
128;240;true;#000000
134;240;true;#000000
134;239;true;#000000
135;239;true;#000000
136;235;true;#000000
137;229;true;#000000
137;223;true;#000000
137;219;true;#000000
133;221;true;#000000
131;223;true;#000000
131;226;true;#000000
133;236;true;#000000
144;243;true;#000000
152;243;true;#000000
162;243;true;#000000
174;243;true;#000000
194;242;true;#000000
204;235;true;#000000
206;231;true;#000000
208;223;true;#000000
208;213;true;#000000
205;205;true;#000000
200;203;true;#000000
197;203;true;#000000
183;209;true;#000000
176;220;true;#000000
172;231;true;#000000
168;243;true;#000000
164;253;true;#000000
164;260;true;#000000
164;262;true;#000000
165;262;true;#000000
174;262;true;#000000
185;257;true;#000000
197;249;true;#000000
208;241;true;#000000
217;234;true;#000000
222;228;true;#000000
228;217;true;#000000
229;213;true;#000000
230;213;true;#000000
230;223;true;#000000
232;240;true;#000000
234;243;true;#000000
235;244;true;#000000
236;244;true;#000000
239;244;true;#000000
251;230;true;#000000
255;223;true;#000000
256;214;true;#000000
256;211;true;#000000
254;208;true;#000000
251;204;true;#000000
237;202;true;#000000
227;202;true;#000000
218;207;true;#000000
210;218;true;#000000
201;229;true;#000000
194;247;true;#000000
193;249;true;#000000
192;250;true;#000000
193;250;true;#000000
224;235;true;#000000
268;207;true;#000000
280;199;true;#000000
288;194;true;#000000
294;181;true;#000000
294;174;true;#000000
292;172;true;#000000
286;172;true;#000000
277;177;true;#000000
248;213;true;#000000
243;227;true;#000000
242;235;true;#000000
242;242;true;#000000
243;245;true;#000000
248;247;true;#000000
251;247;true;#000000
265;231;true;#000000
274;182;true;#000000
266;170;true;#000000
258;160;true;#000000
247;154;true;#000000
239;153;true;#000000
226;156;true;#000000
218;169;true;#000000
203;213;true;#000000
203;237;true;#000000
203;248;true;#000000
203;253;true;#000000
203;252;true;#000000
203;230;true;#000000
203;209;true;#000000
202;172;true;#000000
194;150;true;#000000
192;145;true;#000000
186;144;true;#000000
183;144;true;#000000
179;149;true;#000000
177;157;true;#000000
174;168;true;#000000
172;177;true;#000000
169;182;true;#000000
168;182;true;#000000
;undefined;undefined;undefined
470;313;false;#000000
490;349;false;#000000
489;348;true;#000000
488;346;true;#000000
478;342;true;#000000
467;340;true;#000000
457;340;true;#000000
444;341;true;#000000
432;352;true;#000000
426;362;true;#000000
424;367;true;#000000
423;368;true;#000000
422;368;true;#000000
420;368;true;#000000
413;359;true;#000000
404;349;true;#000000
387;327;true;#000000
382;321;true;#000000
379;320;true;#000000
378;320;true;#000000
373;334;true;#000000
368;347;true;#000000
364;351;true;#000000
355;351;true;#000000
348;351;true;#000000
336;351;true;#000000
481;386;false;#000000
488;385;true;#000000
492;385;true;#000000
419;385;false;#000000
415;386;true;#000000
415;387;true;#000000
415;389;true;#000000
415;391;true;#000000
415;392;true;#000000
411;392;true;#000000
381;386;true;#000000
343;383;true;#000000
316;383;true;#000000
306;383;true;#000000
299;383;true;#000000
298;387;true;#000000
297;393;true;#000000
292;394;true;#000000
287;396;true;#000000
282;397;true;#000000
270;397;true;#000000
258;397;true;#000000
249;397;true;#000000
247;397;true;#000000
460;278;false;#000000
475;278;true;#000000
481;281;true;#000000
486;281;false;#000000
488;277;true;#000000
489;276;true;#000000
495;276;true;#000000
502;276;true;#000000
557;303;true;#000000
577;316;true;#000000
611;328;true;#000000
616;330;true;#000000
620;331;true;#000000
622;331;true;#000000
623;331;true;#000000
624;331;true;#000000
625;331;true;#000000
632;330;true;#000000
641;328;true;#000000
644;328;true;#000000
644;327;true;#000000
644;325;true;#000000
650;318;true;#000000
652;314;true;#000000
656;307;true;#000000
661;303;true;#000000
664;300;true;#000000
666;299;true;#000000
635;293;false;#000000
631;292;true;#000000
611;286;true;#000000
605;283;true;#000000
598;281;true;#000000
593;279;true;#000000
592;279;true;#000000
591;284;false;#000000
591;295;true;#000000
604;322;true;#000000
620;339;true;#000000
627;341;true;#000000
627;340;true;#000000
626;335;true;#000000
622;333;true;#000000
620;332;true;#000000
616;331;true;#000000
604;335;true;#000000
587;345;true;#000000
577;359;true;#000000
575;361;true;#000000
575;368;true;#000000
585;374;true;#000000
590;377;true;#000000
592;377;true;#000000
592;378;true;#000000
592;379;true;#000000
580;390;true;#000000
563;406;true;#000000
550;416;true;#000000
548;418;true;#000000
547;419;true;#000000
546;423;true;#000000
546;425;true;#000000
603;429;false;#000000
598;430;true;#000000
577;430;true;#000000
546;430;true;#000000
511;430;true;#000000
485;430;true;#000000
471;430;true;#000000
456;430;true;#000000
455;430;true;#000000
457;436;true;#000000
469;444;true;#000000
472;451;true;#000000
472;453;true;#000000
471;453;true;#000000
449;452;true;#000000
384;436;true;#000000
339;432;true;#000000
322;432;true;#000000
299;432;true;#000000
295;432;true;#000000
294;432;true;#000000
183;336;false;#000000
182;336;true;#000000
180;337;true;#000000
174;343;true;#000000
172;343;true;#000000
165;344;true;#000000
158;344;true;#000000
154;344;true;#000000
152;344;true;#000000
152;345;true;#000000
152;346;true;#000000
152;350;true;#000000
158;362;true;#000000
164;370;true;#000000
165;373;true;#000000
160;370;true;#000000
142;364;true;#000000
124;356;true;#000000
112;353;true;#000000
108;352;true;#000000
108;353;true;#000000
108;358;true;#000000
108;364;true;#000000
108;369;true;#000000
108;370;true;#000000
107;371;true;#000000
106;371;true;#000000
105;371;true;#000000
101;371;true;#000000
95;367;true;#000000
92;366;true;#000000
92;367;true;#000000
227;207;false;rgba(1,1,1,1)
224;216;true;rgba(1,1,1,1)
219;246;true;rgba(1,1,1,1)
219;278;true;rgba(1,1,1,1)
219;290;true;rgba(1,1,1,1)
219;289;true;rgba(1,1,1,1)
219;270;true;rgba(1,1,1,1)
214;243;true;rgba(1,1,1,1)
206;220;true;rgba(1,1,1,1)
201;209;true;rgba(1,1,1,1)
200;210;true;rgba(1,1,1,1)
202;235;true;rgba(1,1,1,1)
210;259;true;rgba(1,1,1,1)
212;268;true;rgba(1,1,1,1)
212;270;true;rgba(1,1,1,1)
211;263;true;rgba(1,1,1,1)
203;240;true;rgba(1,1,1,1)
199;230;true;rgba(1,1,1,1)
196;218;true;rgba(1,1,1,1)
195;216;true;rgba(1,1,1,1)
198;223;true;rgba(1,1,1,1)
203;234;true;rgba(1,1,1,1)
211;246;true;rgba(1,1,1,1)
212;247;true;rgba(1,1,1,1)
215;240;true;rgba(1,1,1,1)
215;226;true;rgba(1,1,1,1)
215;214;true;rgba(1,1,1,1)
215;211;true;rgba(1,1,1,1)
215;206;true;rgba(1,1,1,1)
215;207;true;rgba(1,1,1,1)
223;245;true;rgba(1,1,1,1)
229;263;true;rgba(1,1,1,1)
231;267;true;rgba(1,1,1,1)
231;266;true;rgba(1,1,1,1)
231;253;true;rgba(1,1,1,1)
231;239;true;rgba(1,1,1,1)
231;226;true;rgba(1,1,1,1)
219;190;true;rgba(1,1,1,1)
218;186;true;rgba(1,1,1,1)
218;185;true;rgba(1,1,1,1)
217;185;true;rgba(1,1,1,1)
216;199;true;rgba(1,1,1,1)
213;225;true;rgba(1,1,1,1)
213;273;true;rgba(1,1,1,1)
213;304;true;rgba(1,1,1,1)
213;305;true;rgba(1,1,1,1)
213;301;true;rgba(1,1,1,1)
213;273;true;rgba(1,1,1,1)
211;245;true;rgba(1,1,1,1)
210;231;true;rgba(1,1,1,1)
202;204;true;rgba(1,1,1,1)
198;195;true;rgba(1,1,1,1)
197;190;true;rgba(1,1,1,1)
198;202;true;rgba(1,1,1,1)
218;242;true;rgba(1,1,1,1)
231;260;true;rgba(1,1,1,1)
257;283;true;rgba(1,1,1,1)
272;291;true;rgba(1,1,1,1)
273;281;true;rgba(1,1,1,1)
270;257;true;rgba(1,1,1,1)
266;245;true;rgba(1,1,1,1)
247;203;true;rgba(1,1,1,1)
243;198;true;rgba(1,1,1,1)
240;212;true;rgba(1,1,1,1)
240;233;true;rgba(1,1,1,1)
247;314;true;rgba(1,1,1,1)
250;324;true;rgba(1,1,1,1)
251;324;true;rgba(1,1,1,1)
251;313;true;rgba(1,1,1,1)
243;276;true;rgba(1,1,1,1)
224;221;true;rgba(1,1,1,1)
221;209;true;rgba(1,1,1,1)
221;216;true;rgba(1,1,1,1)
221;256;true;rgba(1,1,1,1)
221;275;true;rgba(1,1,1,1)
231;301;true;rgba(1,1,1,1)
234;306;true;rgba(1,1,1,1)
234;305;true;rgba(1,1,1,1)
234;301;true;rgba(1,1,1,1)
234;292;true;rgba(1,1,1,1)
229;266;true;rgba(1,1,1,1)
225;259;true;rgba(1,1,1,1)
231;278;true;rgba(1,1,1,1)
238;290;true;rgba(1,1,1,1)
240;292;true;rgba(1,1,1,1)
240;291;true;rgba(1,1,1,1)
240;284;true;rgba(1,1,1,1)
240;283;true;rgba(1,1,1,1)
240;280;true;rgba(1,1,1,1)
239;279;true;rgba(1,1,1,1)
243;283;true;rgba(1,1,1,1)
245;285;true;rgba(1,1,1,1)
246;287;true;rgba(1,1,1,1)
246;286;true;rgba(1,1,1,1)
246;285;true;rgba(1,1,1,1)
246;275;true;rgba(1,1,1,1)
246;272;true;rgba(1,1,1,1)
246;269;true;rgba(1,1,1,1)
254;284;true;rgba(1,1,1,1)
264;299;true;rgba(1,1,1,1)
